Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,duration_mins,genres_list,primary_genre,text_features
Morning Star: Book III of the Red Rising Trilogy,Pierce Brown,4.8,3016.0,1055,"Darrow would have lived in peace, but his enemies brought him war. The Gold overlords demanded his obedience, hanged his wife, and enslaved his people. But Darrow is determined to fight back. Risking everything to transform himself and breach Gold society, Darrow has battled to survive the cutthroat rivalries that breed Society's mightiest warriors, climbed the ranks, and waited patiently to unleash the revolution that will tear the hierarchy apart from within.",21 hours and 50 minutes,",#3,196 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Hard Science Fiction,#13 in Dystopian Science Fiction,#20 in Adventure Science Fiction",1310,"['Hard Science Fiction', 'Dystopian Science Fiction', 'Adventure Science Fiction']",Hard Science Fiction,"Darrow would have lived in peace, but his enemies brought him war. The Gold overlords demanded his obedience, hanged his wife, and enslaved his people. But Darrow is determined to fight back. Risking everything to transform himself and breach Gold society, Darrow has battled to survive the cutthroat rivalries that breed Society's mightiest warriors, climbed the ranks, and waited patiently to unlea Hard Science Fiction Pierce Brown"
Endurance: Shackleton's Incredible Voyage,Alfred Lansing,4.8,3005.0,836,"In August of 1914, the British ship Endurance set sail for the South Atlantic. In October 1915, still half a continent away from its intended base, the ship was trapped, then crushed in the ice. For five months, Sir Ernest Shackleton and his men, drifting on ice packs, were castaways in one of the most savage regions of the world.",10 hours and 20 minutes,",#518 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in World History (Audible Audiobooks & Originals),#1,245 in History (Books),#5,704 in Textbooks & Study Guides",620,[],Other,"In August of 1914, the British ship Endurance set sail for the South Atlantic. In October 1915, still half a continent away from its intended base, the ship was trapped, then crushed in the ice. For five months, Sir Ernest Shackleton and his men, drifting on ice packs, were castaways in one of the most savage regions of the world. Other Alfred Lansing"
Essentialism: The Disciplined Pursuit of Less,Greg McKeown,4.6,2997.0,888,Brought to you by Penguin.,6 hours and 14 minutes,",#119 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#32 in Business & Careers,#232 in Analysis & Strategy",374,"['Business & Careers', 'Analysis & Strategy']",Business & Careers,Brought to you by Penguin. Business & Careers Greg McKeown
What to Expect the First Year,Heidi Murkoff,4.7,2986.0,1673,"Some things about babies, happily, will never change. They still arrive warm, cuddly, soft, and smelling impossibly sweet. But how moms and dads care for their brand new bundles of baby joy has changed—and now, so has the world’s best-selling, best-loved guide to the instructions babies don’t come with…but totally should. In audio, and only on Audible, for the first time ever, What to Expect in the First Year is brought to life by the engaging, comforting narration of author Heidi Murkoff. Accompanied by a full cast of audio talent, Heidi enlivens the empathetic, reality-based advice, practical tips, and reassuring support that makes First Year the definitive, must-have baby bible. Best of all, she’s there for you anywhere, anytime—talking you (and cheering you on) through those long nights and sometimes longer days, through crying jags, gas, and blowout diapers, nap strikes, breastfeeding struggles, stuffy noses, teething, and so much more.",36 hours and 47 minutes,",#409 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Parenting Infants & Toddlers,#12 in Relationships,#162 in Family & Relationships",2207,"['Parenting Infants & Toddlers', 'Relationships', 'Family & Relationships']",Parenting Infants & Toddlers,"Some things about babies, happily, will never change. They still arrive warm, cuddly, soft, and smelling impossibly sweet. But how moms and dads care for their brand new bundles of baby joy has changed—and now, so has the world’s best-selling, best-loved guide to the instructions babies don’t come with…but totally should. In audio, and only on Audible, for the first time ever, What to Expect in th Parenting Infants & Toddlers Heidi Murkoff"
The Deal,Elle Kennedy,4.7,2975.0,836,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other Elle Kennedy"
The Mirror and the Light,Hilary Mantel,4.6,2968.0,1138,Shortlisted for the Women's Prize for Fiction 2020,38 hours and 11 minutes,",#4,206 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#35 in Fiction Sagas,#158 in Historical Fiction (Audible Audiobooks & Originals),#236 in Literary Fiction",2291,"['Fiction Sagas', 'Literary Fiction']",Fiction Sagas,Shortlisted for the Women's Prize for Fiction 2020 Fiction Sagas Hilary Mantel
Rebecca,Daphne Du Maurier,4.5,2963.0,873,Exclusively from Audible,14 hours and 46 minutes,",#559 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Suspense,#28 in Classic Literature,#540 in Crime, Thriller & Mystery (Books)",886,"['Suspense', 'Classic Literature', 'Crime']",Suspense,Exclusively from Audible Suspense Daphne Du Maurier
Spark Joy,Marie Kondo,4.7,2961.0,615,"Random House presents the unabridged downloadable audiobook edition of Spark Joy by Marie Kondo, read by Sumalee Montano.",5 hours and 31 minutes,",#3,548 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Cleaning & Organising,#47 in Stress Management,#189 in Home & House Maintenance",331,"['Cleaning & Organising', 'Stress Management', 'Home & House Maintenance']",Cleaning & Organising,"Random House presents the unabridged downloadable audiobook edition of Spark Joy by Marie Kondo, read by Sumalee Montano. Cleaning & Organising Marie Kondo"
Golden Son: Book II of the Red Rising Trilogy,Pierce Brown,4.7,2954.0,1055,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other Pierce Brown"
Open: The Autobiography,Andre Agassi,4.7,2954.0,5709,He is one of the most beloved athletes in history and one of the most gifted men ever to step onto a tennis court - but from early childhood Andre Agassi hated the game.,6 hours and 28 minutes,",            5 star,          ,            ,              77%,            ,          ",388,[],Other,He is one of the most beloved athletes in history and one of the most gifted men ever to step onto a tennis court - but from early childhood Andre Agassi hated the game. Other Andre Agassi
The Man in the High Castle,Philip K. Dick,3.8,2949.0,1005,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping",-1,-1,0,[],Other,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping Other Philip K. Dick"
"My Sister, the Serial Killer",Oyinkan Braithwaite,4.2,2947.0,569,Shortlisted for the Women's Prize for Fiction 2019,4 hours and 30 minutes,",#613 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Women Sleuth Mysteries,#3 in Dark Humour Literature & Fiction,#8 in Women's Fiction",270,"['Women Sleuth Mysteries', 'Dark Humour Literature & Fiction', ""Women's Fiction""]",Women Sleuth Mysteries,Shortlisted for the Women's Prize for Fiction 2019 Women Sleuth Mysteries Oyinkan Braithwaite
The 5 Love Languages of Children: The Secret to Loving Children Effectively,Gary Chapman,4.8,2940.0,656,"You love your child, but does your child feel loved?",5 hours and 48 minutes,",#3,529 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Primary Education,#3 in Parenting School-Age Children,#57 in Christianity (Audible Audiobooks & Originals)",348,"['Primary Education', 'Parenting School-Age Children']",Primary Education,"You love your child, but does your child feel loved? Primary Education Gary Chapman"
Tower of Dawn: A Throne of Glass Novel,Sarah J. Maas,4.8,2937.0,1170,"In the next installment of the New York Times best-selling Throne of Glass series, follow Chaol on his sweeping journey to a distant empire.",-1,-1,0,[],Other,"In the next installment of the New York Times best-selling Throne of Glass series, follow Chaol on his sweeping journey to a distant empire. Other Sarah J. Maas"
Coraline: An Adventure Too Weird for Words,Neil Gaiman,4.7,2933.0,292,"Shortly after moving into an old house Coraline discovers a big, carved, brown wooden door at the far corner of the drawing room. And it is locked. Curiosity runs riot in Coraline's mind and she unlocks the door to see what lies behind it. Disappointingly, it opens onto a brick wall. Days later, after exploring the rest of the house and garden, Coraline returns to the same mysterious door and opens it again. This time, however, there is a dark hallway in front of her. Stepping inside, the place beyond has an eerie familiarity about it. The carpet and wallpaper are the same as in her flat. The picture hanging on the wall is the same. Almost. Strangest of all, her mum and dad are there too. Only they have buttons for eyes and seem more possessive than normal. It's a twisted version of her world that is familiar, and yet sinister. And matters get even more surreal for Coraline when her ""other"" parents seem reluctant to let her leave.",3 hours and 34 minutes,",            5 star,          ,            ,              80%,            ,          ",214,[],Other,"Shortly after moving into an old house Coraline discovers a big, carved, brown wooden door at the far corner of the drawing room. And it is locked. Curiosity runs riot in Coraline's mind and she unlocks the door to see what lies behind it. Disappointingly, it opens onto a brick wall. Days later, after exploring the rest of the house and garden, Coraline returns to the same mysterious door and open Other Neil Gaiman"
The Prince,Niccolo Machiavelli,4.3,2924.0,32,"""The Prince"" is a political treatise by Machiavelli that is not considered to be representative of the work published during his lifetime, but is the most remembered. The theories in this book describe methods that an aspiring prince can use to acquire the throne, or an existing prince can use to maintain his reign. These theories include defense and military, perceived reputation, generosity, cruelty versus mercy, gaining honors, fortune and a number of other discourses.",3 hours and 16 minutes,",#1,696 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Philosophy History,#18,779 in Textbooks & Study Guides",196,['Philosophy History'],Philosophy History,"""The Prince"" is a political treatise by Machiavelli that is not considered to be representative of the work published during his lifetime, but is the most remembered. The theories in this book describe methods that an aspiring prince can use to acquire the throne, or an existing prince can use to maintain his reign. These theories include defense and military, perceived reputation, generosity, cru Philosophy History Niccolo Machiavelli"
Hotel on the Corner of Bitter and Sweet: A Novel,Jamie Ford,4.6,2887.0,721,"In the opening pages of Jamie Ford's stunning debut, Hotel on the Corner of Bitter and Sweet, Henry Lee comes upon a crowd gathered outside the Panama Hotel, once the gateway to Seattle's Japan-town. It has been boarded up for decades, but now the new owner has made an incredible discovery: the belongings of Japanese families, left when they were rounded up and sent to internment camps during World War II. As Henry looks on, the owner opens a Japanese parasol.",-1,-1,0,[],Other,"In the opening pages of Jamie Ford's stunning debut, Hotel on the Corner of Bitter and Sweet, Henry Lee comes upon a crowd gathered outside the Panama Hotel, once the gateway to Seattle's Japan-town. It has been boarded up for decades, but now the new owner has made an incredible discovery: the belongings of Japanese families, left when they were rounded up and sent to internment camps during Worl Other Jamie Ford"
Jonathan Livingston Seagull: The New Complete Edition,Richard Bach,4.6,2866.0,233,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping",-1,-1,0,[],Other,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping Other Richard Bach"
I Too Had a Love Story,Ravinder Singh,4.5,2865.0,703,Do love stories ever die? How would you react when a beautiful person comes into your life and then goes away from you...forever?,6 hours and 28 minutes,",#337 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Contemporary Romance (Audible Audiobooks & Originals),#253 in Fantasy (Books),#402 in Romance (Books)",388,"['Fantasy (Books)', 'Romance (Books)']",Fantasy (Books),Do love stories ever die? How would you react when a beautiful person comes into your life and then goes away from you...forever? Fantasy (Books) Ravinder Singh
Nothing to Lose: Jack Reacher 12,Lee Child,4.3,2861.0,1093,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other Lee Child"
One Good Deed,David Baldacci,4.5,2853.0,323,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other David Baldacci"
The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results,Gary Keller,4.5,2850.0,1172,"This is an audiobook for busy people. If you want less on your plate and more for your life and career, tune in to the #1 Wall Street Journal best seller, The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results. The ONE Thing will bring your life and your work into focus. Authors Gary Keller and Jay Papasan teach you the tricks to cut through the clutter, achieve better results in less time, dial down stress, and master what matters to you. Unabridged version includes:",5 hours and 24 minutes,",#160 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Business Management,#22 in Personal Success in Business,#40 in Personal Success",324,"['Business Management', 'Personal Success in Business', 'Personal Success']",Business Management,"This is an audiobook for busy people. If you want less on your plate and more for your life and career, tune in to the #1 Wall Street Journal best seller, The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results. The ONE Thing will bring your life and your work into focus. Authors Gary Keller and Jay Papasan teach you the tricks to cut through the clutter, achieve better results i Business Management Gary Keller"
All the Bright Places: Movie Tie-In Edition,Jennifer Niven,4.7,2841.0,1256,This New York Times best-selling love story about two teens who find each other while standing on the edge is soon to be a Netflix film starring Elle Fanning and Justice Smith!,11 hours and 4 minutes,",#3,237 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Fiction on Depression for Teens,#2 in Fiction on Suicide for Teens,#2 in Fiction on Mental Illness for Teens",664,"['Fiction on Depression for Teens', 'Fiction on Suicide for Teens', 'Fiction on Mental Illness for Teens']",Fiction on Depression for Teens,This New York Times best-selling love story about two teens who find each other while standing on the edge is soon to be a Netflix film starring Elle Fanning and Justice Smith! Fiction on Depression for Teens Jennifer Niven
21 Lessons for the 21st Century,Yuval Noah Harari,4.4,2836.0,1093,Brought to you by Penguin.,11 hours and 41 minutes,",#14 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Political Science History & Theory,#1 in United States Politics & Government,#1 in Political Theory",701,"['Political Science History & Theory', 'United States Politics & Government', 'Political Theory']",Political Science History & Theory,Brought to you by Penguin. Political Science History & Theory Yuval Noah Harari
On Dublin Street,Samantha Young,4.5,2834.0,752,"Penguin presents the unabridged, downloadable audiobook edition of Samantha Young’s On Dublin Street, the hottest new romance best seller.",10 hours and 45 minutes,",#3,576 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#121 in Contemporary Romance (Audible Audiobooks & Originals),#9,117 in Romance (Books)",645,[],Other,"Penguin presents the unabridged, downloadable audiobook edition of Samantha Young’s On Dublin Street, the hottest new romance best seller. Other Samantha Young"
Rising Strong,Brené Brown,4.7,2815.0,888,"Random House presents the audiobook edition of Rising Strong, written and read by Brené Brown.",8 hours and 51 minutes,",#3,927 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#53 in Stress Management,#5,045 in Biographies & Autobiographies (Books),#8,211 in Personal Development & Self-Help",531,['Stress Management'],Stress Management,"Random House presents the audiobook edition of Rising Strong, written and read by Brené Brown. Stress Management Brené Brown"
Uprooted,Naomi Novik,4.6,2804.0,323,A dark enchantment blights the land.,17 hours and 20 minutes,",#3,264 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Fantasy Romance,#19 in Fairy Tale Fantasy,#867 in Myths, Legends & Sagas",1040,"['Fantasy Romance', 'Fairy Tale Fantasy', 'Myths']",Fantasy Romance,A dark enchantment blights the land. Fantasy Romance Naomi Novik
Never Let Me Go,Kazuo Ishiguro,4.1,2804.0,531,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping",-1,-1,0,[],Other,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping Other Kazuo Ishiguro"
Six of Crows,Leigh Bardugo,4.6,2800.0,1003,Ketterdam: a bustling hub of international trade where anything can be had for the right price - and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can't pull it off alone.,15 hours and 4 minutes,",#336 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Action & Adventure Fantasy for Teens,#1 in Crime Fiction for Teens,#1 in Thrillers & Suspense for Teens",904,"['Action & Adventure Fantasy for Teens', 'Crime Fiction for Teens', 'Thrillers & Suspense for Teens']",Action & Adventure Fantasy for Teens,Ketterdam: a bustling hub of international trade where anything can be had for the right price - and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can't pull it off alone. Action & Adventure Fantasy for Teens Leigh Bardugo
God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,4.7,2797.0,500,"By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.",8 hours and 45 minutes,",#659 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Atheism (Audible Audiobooks & Originals),#3 in Religion & Sociology,#7 in Atheism (Books)",525,"['Religion & Sociology', 'Atheism (Books)']",Religion & Sociology,"By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms. Religion & Sociology Christopher Hitchens"
"Guns, Germs and Steel: The Fate of Human Societies",Jared Diamond,4.4,2796.0,1256,"Pulitzer Prize, General Nonfiction, 1998",16 hours and 20 minutes,",#183 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Crop Science,#1 in Evolution,#2 in Human Geography",980,"['Crop Science', 'Evolution', 'Human Geography']",Crop Science,"Pulitzer Prize, General Nonfiction, 1998 Crop Science Jared Diamond"
Sense and Sensibility,Jane Austen,4.4,2775.0,836,"In this Audible Exclusive production, Academy Award nominee Rosamund Pike (Gone Girl) narrates one of Jane Austen’s most beloved works, Sense and Sensibility. In this timeless tale of misguided romance and heartbreak, two teenage heroines must overcome the pitfalls of Georgian England’s high society in order to achieve the love and happiness they seek. The admiration that Pike has for Austen’s work is shown clearly through this passionate delivery of Austen’s first published novel.",11 hours and 25 minutes,",#427 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Regency Romance,#22 in Literary Fiction,#22 in Classic Literature",685,"['Regency Romance', 'Literary Fiction', 'Classic Literature']",Regency Romance,"In this Audible Exclusive production, Academy Award nominee Rosamund Pike (Gone Girl) narrates one of Jane Austen’s most beloved works, Sense and Sensibility. In this timeless tale of misguided romance and heartbreak, two teenage heroines must overcome the pitfalls of Georgian England’s high society in order to achieve the love and happiness they seek. The admiration that Pike has for Austen’s wor Regency Romance Jane Austen"
Crime and Punishment,Fyodor Dostoevsky,4.4,2768.0,1338,"By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.",20 hours and 28 minutes,",#343 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Russian Literature,#3 in Literary History & Criticism,#16 in Classic Literature",1228,"['Russian Literature', 'Literary History & Criticism', 'Classic Literature']",Russian Literature,"By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms. Russian Literature Fyodor Dostoevsky"
"Magnus Chase and the Sword of Summer: Magnus Chase and the Gods of Asgard, Book One",Rick Riordan,4.6,2757.0,1025,"Penguin presents the unabridged, downloadable audiobook edition of Magnus Chase and the Sword of Summer, Magnus Chase and the Gods of Asgard book one, by Rick Riordan, read by Christopher Guetig.",15 hours and 20 minutes,",#401 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Fairy Tales, Folk Tales & Myths for Children,#11 in Fantasy & Magic for Children,#19 in Literature & Fiction for Children",920,"['Fairy Tales', 'Fantasy & Magic for Children', 'Literature & Fiction for Children']",Fairy Tales,"Penguin presents the unabridged, downloadable audiobook edition of Magnus Chase and the Sword of Summer, Magnus Chase and the Gods of Asgard book one, by Rick Riordan, read by Christopher Guetig. Fairy Tales Rick Riordan"
"Split Second: King and Maxwell, Book 1",David Baldacci,4.5,2750.0,323,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other David Baldacci"
Chariots of the Gods,Erich von Daniken,4.3,2739.0,668,"Erich von Däniken's Chariots of the Gods is a work of monumental importance---the first book to introduce the shocking theory that ancient Earth was visited by aliens. This world-famous best seller has withstood the test of time, inspiring countless books and films, including the author's own popular sequel, The Eye of the Sphinx. But here is where it all began---von Däniken's startling theories of our earliest encounters with alien worlds, based upon his lifelong studies of ancient ruins, lost cities, potential spaceports, and a myriad of hard scientific facts that point to extraterrestrial intervention in human history. Most incredible of all, however, is von Däniken's theory that we ourselves are the descendents of these galactic pioneers---and the archaeological discoveries that prove it:",5 hours and 55 minutes,",#2,270 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Unexplained Mysteries,#12 in Ancient History (Audible Audiobooks & Originals),#39 in World History (Audible Audiobooks & Originals)",355,['Unexplained Mysteries'],Unexplained Mysteries,"Erich von Däniken's Chariots of the Gods is a work of monumental importance---the first book to introduce the shocking theory that ancient Earth was visited by aliens. This world-famous best seller has withstood the test of time, inspiring countless books and films, including the author's own popular sequel, The Eye of the Sphinx. But here is where it all began---von Däniken's startling theories o Unexplained Mysteries Erich von Daniken"
In Cold Blood,Truman Capote,4.6,2736.0,1131,"As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. In Cold Blood is a work that transcends its moment, yielding poignant insights into the nature of American violence.",14 hours and 27 minutes,",#974 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Murder True Crime,#204 in True Accounts (Books),#1,101 in Crime, Thriller & Mystery (Books)",867,"['Murder True Crime', 'True Accounts (Books)']",Murder True Crime,"As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. In Cold Blood is a work that transcends its moment, yielding poignant insights into the nature of American violence. Murder True Crime Truman Capote"
The Theory of Everything: The Origin and Fate of the Universe,Stephen W. Hawking,4.6,2731.0,612,"Now, Hawking presents an even more comprehensive look at our universe, its creation, and how we see ourselves within it. Imagine sitting in a comfortable room listening to Hawking discuss his latest theories and place them in historical context with science's other great achievements--it would be like hearing Christopher Columbus deliver the news about the new world.",3 hours and 30 minutes,",#512 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Cosmology,#5 in Physics (Audible Audiobooks & Originals),#38 in Earth Sciences Books",210,"['Cosmology', 'Earth Sciences Books']",Cosmology,"Now, Hawking presents an even more comprehensive look at our universe, its creation, and how we see ourselves within it. Imagine sitting in a comfortable room listening to Hawking discuss his latest theories and place them in historical context with science's other great achievements--it would be like hearing Christopher Columbus deliver the news about the new world. Cosmology Stephen W. Hawking"
The 10X Rule: The Only Difference Between Success and Failure,Grant Cardone,4.6,2729.0,703,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other Grant Cardone"
The Little Book of Hygge: The Danish Way to Live Well,Meik Wiking,4.6,2720.0,615,"Penguin presents the unabridged downloadable audiobook edition of The Little Book of Hygge, written and read by Meik Wiking.",3 hours and 13 minutes,",#2,128 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#131 in Lifestyle & Personal Style Guides (Books),#317 in Personal Success,#1,579 in Politics",193,"['Lifestyle & Personal Style Guides (Books)', 'Personal Success']",Lifestyle & Personal Style Guides (Books),"Penguin presents the unabridged downloadable audiobook edition of The Little Book of Hygge, written and read by Meik Wiking. Lifestyle & Personal Style Guides (Books) Meik Wiking"
Such a Fun Age,Kiley Reid,4.3,2707.0,493,Longlisted for the Booker Prize 2020,9 hours and 58 minutes,",#1,143 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Multicultural Romance,#2 in African American Literature,#1,659 in Romance (Books)",598,"['Multicultural Romance', 'African American Literature']",Multicultural Romance,Longlisted for the Booker Prize 2020 Multicultural Romance Kiley Reid
"The Secret Commonwealth: The Book of Dust, Volume Two",Philip Pullman,4.7,2699.0,1093,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other Philip Pullman"
"Dog Days: Diary of a Wimpy Kid, Book 4",Jeff Kinney,4.5,2681.0,410,Brought to you by Puffin.,2 hours and 28 minutes,",#990 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Humorous Fiction for Children,#1,627 in Children's Literature & Fiction (Books)",148,['Humorous Fiction for Children'],Humorous Fiction for Children,Brought to you by Puffin. Humorous Fiction for Children Jeff Kinney
Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal,Jeff Kinney,4.5,2669.0,410,"Get ready for a whole new look into Jeff Kinney's Diary of a Wimpy Kid! Introducing the newest Wimpy Kid author - Rowley Jefferson! Rowley's best friend, Greg Heffley, has been chronicling his middle-school years in 13 Diary of a Wimpy Kid journals...and counting. But it's finally time for listeners to hear directly from Rowley in a journal of his own.",1 hour and 36 minutes,",#1,643 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#19 in Humorous Fiction for Children,#2,932 in Children's Literature & Fiction (Books)",96,['Humorous Fiction for Children'],Humorous Fiction for Children,"Get ready for a whole new look into Jeff Kinney's Diary of a Wimpy Kid! Introducing the newest Wimpy Kid author - Rowley Jefferson! Rowley's best friend, Greg Heffley, has been chronicling his middle-school years in 13 Diary of a Wimpy Kid journals...and counting. But it's finally time for listeners to hear directly from Rowley in a journal of his own. Humorous Fiction for Children Jeff Kinney"
China Rich Girlfriend,Kevin Kwan,4.5,2667.0,805,"Kevin Kwan, best-selling author of Crazy Rich Asians, is back with a wickedly funny new novel of social climbing, secret e-mails, art-world scandal, lovesick billionaires and the outrageous story of what happens when Rachel Chu, engaged to marry Asia's most eligible bachelor, discovers her birth father.",15 hours and 4 minutes,",#4,045 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#38 in Humorous Fiction,#23,950 in Literature & Fiction (Books)",904,['Humorous Fiction'],Humorous Fiction,"Kevin Kwan, best-selling author of Crazy Rich Asians, is back with a wickedly funny new novel of social climbing, secret e-mails, art-world scandal, lovesick billionaires and the outrageous story of what happens when Rachel Chu, engaged to marry Asia's most eligible bachelor, discovers her birth father. Humorous Fiction Kevin Kwan"
Fangirl,Rainbow Rowell,4.4,2655.0,323,"Cath and Wren are identical twins, and until recently they did absolutely everything together. Now they're off to university, and Wren's decided she doesn't want to be one half of a pair any more - she wants to dance, meet boys, go to parties and let loose. It's not so easy for Cath. She's horribly shy and has always buried herself in the fan fiction she writes, where she always knows exactly what to say and can write a romance far more intense than anything she's experienced in real life.",12 hours and 49 minutes,",#1,808 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Fiction on Loners & Outcasts for Teens,#2 in Audiobooks on Siblings for Teens,#3 in Fiction on Family for Teens",769,"['Fiction on Loners & Outcasts for Teens', 'Audiobooks on Siblings for Teens', 'Fiction on Family for Teens']",Fiction on Loners & Outcasts for Teens,"Cath and Wren are identical twins, and until recently they did absolutely everything together. Now they're off to university, and Wren's decided she doesn't want to be one half of a pair any more - she wants to dance, meet boys, go to parties and let loose. It's not so easy for Cath. She's horribly shy and has always buried herself in the fan fiction she writes, where she always knows exactly what Fiction on Loners & Outcasts for Teens Rainbow Rowell"
